set,index,k,QQ,xB,t,phi,F,errF,varF,ReH,ReE,ReHtilde,dvcs,F_true
157,6,5.75,2.35,0.365,-0.45,293,0.0406473,0.0112146,0.2759,2.16381,-0.740828,-0.16551,0.0155192,0.0349631
157,7,5.75,2.35,0.365,-0.45,308.04,0.0351014,0.00859668,0.24491,2.16381,-0.740828,-0.16551,0.0155192,0.0470352
157,8,5.75,2.35,0.365,-0.45,323.04,0.0667812,0.00925855,0.13864,2.16381,-0.740828,-0.16551,0.0155192,0.06653
157,9,5.75,2.35,0.365,-0.45,337.95,0.087651,0.0089255,0.10183,2.16381,-0.740828,-0.16551,0.0155192,0.0935524
157,10,5.75,2.35,0.365,-0.45,352.69,0.102115,0.0109274,0.10701,2.16381,-0.740828,-0.16551,0.0155192,0.117265
158,0,5.75,2.97,0.364,-0.2,7.46,0.168619,0.046286,0.2745,2.24984,-0.637918,-0.368016,0.0263141,0.143884
158,1,5.75,2.97,0.364,-0.2,22.4,0.152309,0.0267546,0.17566,2.24984,-0.637918,-0.368016,0.0263141,0.137757
158,2,5.75,2.97,0.364,-0.2,37.35,0.119897,0.025887,0.21591,2.24984,-0.637918,-0.368016,0.0263141,0.127146
158,3,5.75,2.97,0.364,-0.2,52.32,0.110096,0.0262557,0.23848,2.24984,-0.637918,-0.368016,0.0263141,0.114412
158,4,5.75,2.97,0.364,-0.2,67.31,0.0658035,0.0128139,0.19473,2.24984,-0.637918,-0.368016,0.0263141,0.101624
158,5,5.75,2.97,0.364,-0.2,82.31,0.0836728,0.0213274,0.25489,2.24984,-0.637918,-0.368016,0.0263141,0.0900981
158,6,5.75,2.97,0.364,-0.2,97.32,0.101998,0.0410866,0.40282,2.24984,-0.637918,-0.368016,0.0263141,0.0804232
158,7,5.75,2.97,0.364,-0.2,112.34,0.0780685,0.0284451,0.36436,2.24984,-0.637918,-0.368016,0.0263141,0.0727216
158,8,5.75,2.97,0.364,-0.2,127.37,0.0467012,0.0270867,0.58,2.24984,-0.637918,-0.368016,0.0263141,0.0668838
158,9,5.75,2.97,0.364,-0.2,247.66,0.0558144,0.0183747,0.32921,2.24984,-0.637918,-0.368016,0.0263141,0.0727216
158,10,5.75,2.97,0.364,-0.2,262.68,0.0996224,0.0229739,0.23061,2.24984,-0.637918,-0.368016,0.0263141,0.0804232
158,11,5.75,2.97,0.364,-0.2,277.69,0.0902675,0.0251458,0.27857,2.24984,-0.637918,-0.368016,0.0263141,0.0900981
158,12,5.75,2.97,0.364,-0.2,292.69,0.128548,0.0286328,0.22274,2.24984,-0.637918,-0.368016,0.0263141,0.101624
158,13,5.75,2.97,0.364,-0.2,307.68,0.138848,0.0393773,0.2836,2.24984,-0.637918,-0.368016,0.0263141,0.114412
158,14,5.75,2.97,0.364,-0.2,322.65,0.134211,0.0221568,0.16509,2.24984,-0.637918,-0.368016,0.0263141,0.127146
158,15,5.75,2.97,0.364,-0.2,337.6,0.154611,0.03155,0.20406,2.24984,-0.637918,-0.368016,0.0263141,0.137757
158,16,5.75,2.97,0.364,-0.2,352.54,0.12286,0.01643,0.13373,2.24984,-0.637918,-0.368016,0.0263141,0.143884
159,0,5.75,2.97,0.365,-0.26,7.44,0.160041,0.0272038,0.16998,2.23336,-0.67058,-0.322146,0.0238342,0.156968
159,1,5.75,2.97,0.365,-0.26,22.39,0.140793,0.0185467,0.13173,2.23336,-0.67058,-0.322146,0.0238342,0.14342
159,2,5.75,2.97,0.365,-0.26,37.23,0.139926,0.0195155,0.13947,2.23336,-0.67058,-0.322146,0.0238342,0.122896
159,3,5.75,2.97,0.365,-0.26,52.19,0.100771,0.0133522,0.1325,2.23336,-0.67058,-0.322146,0.0238342,0.101876
159,4,5.75,2.97,0.365,-0.26,67.19,0.0979288,0.0327787,0.33472,2.23336,-0.67058,-0.322146,0.0238342,0.0840588
159,5,5.75,2.97,0.365,-0.26,82.21,0.0917371,0.0202519,0.22076,2.23336,-0.67058,-0.322146,0.0238342,0.070312
159,6,5.75,2.97,0.365,-0.26,97.24,0.0835083,0.0195326,0.2339,2.23336,-0.67058,-0.322146,0.0238342,0.0602078
159,7,5.75,2.97,0.365,-0.26,112.28,0.0426447,0.00747263,0.17523,2.23336,-0.67058,-0.322146,0.0238342,0.0529883
159,8,5.75,2.97,0.365,-0.26,127.32,0.0373384,0.00826673,0.2214,2.23336,-0.67058,-0.322146,0.0238342,0.0479638
159,9,5.75,2.97,0.365,-0.26,142.37,0.0737246,0.0241492,0.32756,2.23336,-0.67058,-0.322146,0.0238342,0.0446033
159,10,5.75,2.97,0.365,-0.26,157.42,0.0174379,0.00837768,0.48043,2.23336,-0.67058,-0.322146,0.0238342,0.0425467
159,11,5.75,2.97,0.365,-0.26,172.48,0.0453916,0.023492,0.51754,2.23336,-0.67058,-0.322146,0.0238342,0.0415706
159,12,5.75,2.97,0.365,-0.26,202.58,0.0408619,0.0202487,0.49554,2.23336,-0.67058,-0.322146,0.0238342,0.0425467
159,13,5.75,2.97,0.365,-0.26,232.68,0.0278939,0.00684127,0.24526,2.23336,-0.67058,-0.322146,0.0238342,0.0479638
159,14,5.75,2.97,0.365,-0.26,247.72,0.0478004,0.00876372,0.18334,2.23336,-0.67058,-0.322146,0.0238342,0.0529883
159,15,5.75,2.97,0.365,-0.26,262.76,0.0739296,0.0200623,0.27137,2.23336,-0.67058,-0.322146,0.0238342,0.0602078
159,16,5.75,2.97,0.365,-0.26,277.79,0.0572914,0.00944965,0.16494,2.23336,-0.67058,-0.322146,0.0238342,0.070312
159,17,5.75,2.97,0.365,-0.26,292.81,0.0933944,0.022537,0.24131,2.23336,-0.67058,-0.322146,0.0238342,0.0840588
159,18,5.75,2.97,0.365,-0.26,307.81,0.0780706,0.0120408,0.15423,2.23336,-0.67058,-0.322146,0.0238342,0.101876
159,19,5.75,2.97,0.365,-0.26,322.77,0.114221,0.0132188,0.11573,2.23336,-0.67058,-0.322146,0.0238342,0.122896
159,20,5.75,2.97,0.365,-0.26,337.61,0.195698,0.0314292,0.1606,2.23336,-0.67058,-0.322146,0.0238342,0.14342
159,21,5.75,2.97,0.365,-0.26,352.56,0.138638,0.0142229,0.10259,2.23336,-0.67058,-0.322146,0.0238342,0.156968
160,0,5.75,2.97,0.365,-0.34,7.48,0.139315,0.0225397,0.16179,2.21017,-0.703955,-0.258406,0.0204552,0.160852
160,1,5.75,2.97,0.365,-0.34,22.49,0.1363,0.0146114,0.1072,2.21017,-0.703955,-0.258406,0.0204552,0.13635
160,2,5.75,2.97,0.365,-0.34,37.22,0.0846618,0.0107554,0.12704,2.21017,-0.703955,-0.258406,0.0204552,0.105899
160,3,5.75,2.97,0.365,-0.34,52.07,0.0849974,0.014147,0.16644,2.21017,-0.703955,-0.258406,0.0204552,0.0805472
160,4,5.75,2.97,0.365,-0.34,67.1,0.0543535,0.010275,0.18904,2.21017,-0.703955,-0.258406,0.0204552,0.0624598
160,5,5.75,2.97,0.365,-0.34,82.14,0.0616648,0.0146824,0.2381,2.21017,-0.703955,-0.258406,0.0204552,0.0503933
160,6,5.75,2.97,0.365,-0.34,97.19,0.0446648,0.00879807,0.19698,2.21017,-0.703955,-0.258406,0.0204552,0.0424499
160,7,5.75,2.97,0.365,-0.34,112.24,0.0436226,0.00787476,0.18052,2.21017,-0.703955,-0.258406,0.0204552,0.0372308
160,8,5.75,2.97,0.365,-0.34,127.3,0.0375162,0.0119365,0.31817,2.21017,-0.703955,-0.258406,0.0204552,0.0338161
160,9,5.75,2.97,0.365,-0.34,142.35,0.0362201,0.0178717,0.49342,2.21017,-0.703955,-0.258406,0.0204552,0.0316369
160,10,5.75,2.97,0.365,-0.34,157.41,0.0384205,0.0178329,0.46415,2.21017,-0.703955,-0.258406,0.0204552,0.0303434
160,11,5.75,2.97,0.365,-0.34,172.47,0.0184698,0.0100309,0.5431,2.21017,-0.703955,-0.258406,0.0204552,0.029741
160,12,5.75,2.97,0.365,-0.34,187.53,0.023544,0.0171313,0.72763,2.21017,-0.703955,-0.258406,0.0204552,0.029741
160,13,5.75,2.97,0.365,-0.34,202.59,0.014803,0.00904639,0.61112,2.21017,-0.703955,-0.258406,0.0204552,0.0303434
160,14,5.75,2.97,0.365,-0.34,217.65,0.0255411,0.00729224,0.28551,2.21017,-0.703955,-0.258406,0.0204552,0.0316369
160,15,5.75,2.97,0.365,-0.34,232.7,0.0559817,0.0193641,0.3459,2.21017,-0.703955,-0.258406,0.0204552,0.0338161
160,16,5.75,2.97,0.365,-0.34,247.76,0.0498875,0.0131459,0.26351,2.21017,-0.703955,-0.258406,0.0204552,0.0372308
160,17,5.75,2.97,0.365,-0.34,262.81,0.0390627,0.0113258,0.28994,2.21017,-0.703955,-0.258406,0.0204552,0.0424499
160,18,5.75,2.97,0.365,-0.34,277.86,0.0615277,0.0122889,0.19973,2.21017,-0.703955,-0.258406,0.0204552,0.0503933
160,19,5.75,2.97,0.365,-0.34,292.9,0.0821001,0.0161934,0.19724,2.21017,-0.703955,-0.258406,0.0204552,0.0624598
160,20,5.75,2.97,0.365,-0.34,307.93,0.065954,0.00929226,0.14089,2.21017,-0.703955,-0.258406,0.0204552,0.0805472
160,21,5.75,2.97,0.365,-0.34,322.78,0.0827655,0.0148622,0.17957,2.21017,-0.703955,-0.258406,0.0204552,0.105899
160,22,5.75,2.97,0.365,-0.34,337.51,0.136223,0.0158904,0.11665,2.21017,-0.703955,-0.258406,0.0204552,0.13635
160,23,5.75,2.97,0.365,-0.34,352.52,0.147096,0.0140918,0.0958,2.21017,-0.703955,-0.258406,0.0204552,0.160852
161,0,5.75,2.97,0.365,-0.45,7.76,0.170145,0.0180065,0.10583,2.16381,-0.740828,-0.16551,0.0155192,0.164955
161,1,5.75,2.97,0.365,-0.45,22.66,0.112648,0.013048,0.11583,2.16381,-0.740828,-0.16551,0.0155192,0.120801
161,2,5.75,2.97,0.365,-0.45,37.33,0.073614,0.0113078,0.15361,2.16381,-0.740828,-0.16551,0.0155192,0.080771
161,3,5.75,2.97,0.365,-0.45,51.94,0.0544008,0.00843213,0.155,2.16381,-0.740828,-0.16551,0.0155192,0.0557933
161,4,5.75,2.97,0.365,-0.45,67.01,0.0373544,0.00534131,0.14299,2.16381,-0.740828,-0.16551,0.0155192,0.040884
161,5,5.75,2.97,0.365,-0.45,82.08,0.0415088,0.010967,0.26421,2.16381,-0.740828,-0.16551,0.0155192,0.0322403
161,6,5.75,2.97,0.365,-0.45,97.15,0.0360497,0.00824024,0.22858,2.16381,-0.740828,-0.16551,0.0155192,0.0270832
161,7,5.75,2.97,0.365,-0.45,112.22,0.0216133,0.00495982,0.22948,2.16381,-0.740828,-0.16551,0.0155192,0.023927
161,8,5.75,2.97,0.365,-0.45,127.28,0.013842,0.00387008,0.27959,2.16381,-0.740828,-0.16551,0.0155192,0.0219703
161,9,5.75,2.97,0.365,-0.45,157.42,0.026898,0.0109356,0.40656,2.16381,-0.740828,-0.16551,0.0155192,0.0200731
161,10,5.75,2.97,0.365,-0.45,172.49,0.0237412,0.0177491,0.74761,2.16381,-0.740828,-0.16551,0.0155192,0.0197551
161,11,5.75,2.97,0.365,-0.45,187.51,4.65268e-05,2.7743e-05,0.59628,2.16381,-0.740828,-0.16551,0.0155192,0.0197551
161,12,5.75,2.97,0.365,-0.45,202.58,0.0271934,0.0108605,0.39938,2.16381,-0.740828,-0.16551,0.0155192,0.0200731
161,13,5.75,2.97,0.365,-0.45,217.67,0.0374256,0.0155447,0.41535,2.16381,-0.740828,-0.16551,0.0155192,0.0207686
161,14,5.75,2.97,0.365,-0.45,232.72,0.0325394,0.0107676,0.33091,2.16381,-0.740828,-0.16551,0.0155192,0.0219703
161,15,5.75,2.97,0.365,-0.45,247.78,0.031262,0.00998039,0.31925,2.16381,-0.740828,-0.16551,0.0155192,0.023927
161,16,5.75,2.97,0.365,-0.45,262.85,0.0341949,0.00808162,0.23634,2.16381,-0.740828,-0.16551,0.0155192,0.0270832
161,17,5.75,2.97,0.365,-0.45,277.92,0.0393522,0.00787161,0.20003,2.16381,-0.740828,-0.16551,0.0155192,0.0322403
161,18,5.75,2.97,0.365,-0.45,292.99,0.0530203,0.0112636,0.21244,2.16381,-0.740828,-0.16551,0.0155192,0.040884
161,19,5.75,2.97,0.365,-0.45,308.06,0.0558985,0.0106733,0.19094,2.16381,-0.740828,-0.16551,0.0155192,0.0557933
161,20,5.75,2.97,0.365,-0.45,322.67,0.072731,0.00854662,0.11751,2.16381,-0.740828,-0.16551,0.0155192,0.080771
161,21,5.75,2.97,0.365,-0.45,337.34,0.127814,0.0111735,0.08742,2.16381,-0.740828,-0.16551,0.0155192,0.120801
161,22,5.75,2.97,0.365,-0.45,352.24,0.165449,0.014414,0.08712,2.16381,-0.740828,-0.16551,0.0155192,0.164955
162,0,5.75,2.44,0.393,-0.21,22.44,0.112024,0.0705941,0.63017,1.93225,-0.741421,-0.355043,0.0250482,0.0740184
162,1,5.75,2.44,0.393,-0.21,37.41,0.0950118,0.0606916,0.63878,1.93225,-0.741421,-0.355043,0.0250482,0.0712115
162,2,5.75,2.44,0.393,-0.21,52.39,0.094249,0.0510556,0.54171,1.93225,-0.741421,-0.355043,0.0250482,0.0675598
162,3,5.75,2.44,0.393,-0.21,307.61,0.0252805,0.0133062,0.52634,1.93225,-0.741421,-0.355043,0.0250482,0.0675598
162,4,5.75,2.44,0.393,-0.21,322.59,0.073121,0.0304966,0.41707,1.93225,-0.741421,-0.355043,0.0250482,0.0712115
162,5,5.75,2.44,0.393,-0.21,337.56,0.101774,0.0360597,0.35431,1.93225,-0.741421,-0.355043,0.0250482,0.0740184
162,6,5.75,2.44,0.393,-0.21,352.52,0.0242874,0.0112626,0.46372,1.93225,-0.741421,-0.355043,0.0250482,0.0755512
163,0,5.75,2.48,0.4,-0.26,7.46,0.057728,0.0107928,0.18696,1.85624,-0.78242,-0.316223,0.0230417,0.0770193
163,1,5.75,2.48,0.4,-0.26,22.38,0.0383847,0.00790457,0.20593,1.85624,-0.78242,-0.316223,0.0230417,0.0736892
163,2,5.75,2.48,0.4,-0.26,37.32,0.0505758,0.0105531,0.20866,1.85624,-0.78242,-0.316223,0.0230417,0.0679959
163,3,5.75,2.48,0.4,-0.26,52.29,0.0561671,0.0119108,0.21206,1.85624,-0.78242,-0.316223,0.0230417,0.0612968
163,4,5.75,2.48,0.4,-0.26,67.27,0.0315321,0.0128976,0.40903,1.85624,-0.78242,-0.316223,0.0230417,0.054745
163,5,5.75,2.48,0.4,-0.26,262.71,0.0359084,0.0182124,0.50719,1.85624,-0.78242,-0.316223,0.0230417,0.0443256
163,6,5.75,2.48,0.4,-0.26,277.73,0.0505472,0.0234256,0.46344,1.85624,-0.78242,-0.316223,0.0230417,0.0490043
163,7,5.75,2.48,0.4,-0.26,292.73,0.0339967,0.0115844,0.34075,1.85624,-0.78242,-0.316223,0.0230417,0.054745
163,8,5.75,2.48,0.4,-0.26,307.71,0.0485554,0.0162287,0.33423,1.85624,-0.78242,-0.316223,0.0230417,0.0612968
163,9,5.75,2.48,0.4,-0.26,322.68,0.0682768,0.0190321,0.27875,1.85624,-0.78242,-0.316223,0.0230417,0.0679959
163,10,5.75,2.48,0.4,-0.26,337.62,0.0556366,0.00804895,0.14467,1.85624,-0.78242,-0.316223,0.0230417,0.0736892
163,11,5.75,2.48,0.4,-0.26,352.54,0.0747576,0.0120786,0.16157,1.85624,-0.78242,-0.316223,0.0230417,0.0770193
164,0,5.75,2.48,0.399,-0.34,7.42,0.080977,0.0166432,0.20553,1.89665,-0.799326,-0.251942,0.0196344,0.0777375
164,1,5.75,2.48,0.399,-0.34,22.29,0.0570082,0.0132196,0.23189,1.89665,-0.799326,-0.251942,0.0196344,0.0712711
164,2,5.75,2.48,0.399,-0.34,37.21,0.0680508,0.0111338,0.16361,1.89665,-0.799326,-0.251942,0.0196344,0.0614131
164,3,5.75,2.48,0.399,-0.34,52.17,0.0497523,0.00766633,0.15409,1.89665,-0.799326,-0.251942,0.0196344,0.0514978
164,4,5.75,2.48,0.399,-0.34,67.16,0.0268286,0.0099451,0.37069,1.89665,-0.799326,-0.251942,0.0196344,0.0432771
164,5,5.75,2.48,0.399,-0.34,82.18,0.031038,0.0159433,0.51367,1.89665,-0.799326,-0.251942,0.0196344,0.0371083
164,6,5.75,2.48,0.399,-0.34,292.84,0.0237197,0.00761614,0.32109,1.89665,-0.799326,-0.251942,0.0196344,0.0432771
164,7,5.75,2.48,0.399,-0.34,307.83,0.0310457,0.00701975,0.22611,1.89665,-0.799326,-0.251942,0.0196344,0.0514978
164,8,5.75,2.48,0.399,-0.34,322.79,0.0544118,0.00801867,0.14737,1.89665,-0.799326,-0.251942,0.0196344,0.0614131
164,9,5.75,2.48,0.399,-0.34,337.71,0.0719231,0.00996351,0.13853,1.89665,-0.799326,-0.251942,0.0196344,0.0712711
164,10,5.75,2.48,0.399,-0.34,352.58,0.0695294,0.00836578,0.12032,1.89665,-0.799326,-0.251942,0.0196344,0.0777375
165,0,5.75,2.48,0.399,-0.45,7.37,0.0712552,0.00960378,0.13478,1.95398,-0.821907,-0.158214,0.0146718,0.0728208
165,1,5.75,2.48,0.399,-0.45,22.16,0.0776246,0.0179204,0.23086,1.95398,-0.821907,-0.158214,0.0146718,0.062329
165,2,5.75,2.48,0.399,-0.45,37.06,0.0579696,0.018032,0.31106,1.95398,-0.821907,-0.158214,0.0146718,0.0487378
165,3,5.75,2.48,0.399,-0.45,52.04,0.04068,0.00904683,0.22239,1.95398,-0.821907,-0.158214,0.0146718,0.0374978
165,4,5.75,2.48,0.399,-0.45,67.06,0.0404839,0.00798829,0.19732,1.95398,-0.821907,-0.158214,0.0146718,0.0297357
165,5,5.75,2.48,0.399,-0.45,292.94,0.0270445,0.00742778,0.27465,1.95398,-0.821907,-0.158214,0.0146718,0.0297357
165,6,5.75,2.48,0.399,-0.45,307.96,0.0310759,0.00762384,0.24533,1.95398,-0.821907,-0.158214,0.0146718,0.0374978
165,7,5.75,2.48,0.399,-0.45,322.94,0.0453062,0.00752536,0.1661,1.95398,-0.821907,-0.158214,0.0146718,0.0487378
165,8,5.75,2.48,0.399,-0.45,337.84,0.06925,0.00860432,0.12425,1.95398,-0.821907,-0.158214,0.0146718,0.062329
165,9,5.75,2.48,0.399,-0.45,352.63,0.0711072,0.00745702,0.10487,1.95398,-0.821907,-0.158214,0.0146718,0.0728208
166,0,5.75,3.12,0.391,-0.21,7.48,0.0797342,0.0249584,0.31302,1.9557,-0.734066,-0.355216,0.0250567,0.085808
166,1,5.75,3.12,0.391,-0.21,22.45,0.0331383,0.0124395,0.37538,1.9557,-0.734066,-0.355216,0.0250567,0.0842179
166,2,5.75,3.12,0.391,-0.21,37.42,0.0706832,0.0227763,0.32223,1.9557,-0.734066,-0.355216,0.0250567,0.0812999
166,3,5.75,3.12,0.391,-0.21,52.4,0.084013,0.0392257,0.4669,1.9557,-0.734066,-0.355216,0.0250567,0.0774868
166,4,5.75,3.12,0.391,-0.21,67.39,0.12359,0.0421255,0.34085,1.9557,-0.734066,-0.355216,0.0250567,0.0732587
166,5,5.75,3.12,0.391,-0.21,82.39,0.0284469,0.0150336,0.52848,1.9557,-0.734066,-0.355216,0.0250567,0.0690389
166,6,5.75,3.12,0.391,-0.21,292.61,0.118157,0.048638,0.41164,1.9557,-0.734066,-0.355216,0.0250567,0.0732587
166,7,5.75,3.12,0.391,-0.21,307.6,0.0648906,0.0311637,0.48025,1.9557,-0.734066,-0.355216,0.0250567,0.0774868
166,8,5.75,3.12,0.391,-0.21,322.58,0.085862,0.0289604,0.33729,1.9557,-0.734066,-0.355216,0.0250567,0.0812999
166,9,5.75,3.12,0.391,-0.21,337.55,0.0655058,0.0248012,0.37861,1.9557,-0.734066,-0.355216,0.0250567,0.0842179
166,10,5.75,3.12,0.391,-0.21,352.52,0.131317,0.0753102,0.5735,1.9557,-0.734066,-0.355216,0.0250567,0.085808
167,0,5.75,3.18,0.399,-0.26,7.46,0.081518,0.014798,0.18153,1.86797,-0.778888,-0.316253,0.0230316,0.0892567
167,1,5.75,3.18,0.399,-0.26,22.38,0.0817531,0.0135522,0.16577,1.86797,-0.778888,-0.316253,0.0230316,0.085287
167,2,5.75,3.18,0.399,-0.26,37.33,0.0618103,0.00896002,0.14496,1.86797,-0.778888,-0.316253,0.0230316,0.0785506
167,3,5.75,3.18,0.399,-0.26,52.3,0.073425,0.0154339,0.2102,1.86797,-0.778888,-0.316253,0.0230316,0.0707065
167,4,5.75,3.18,0.399,-0.26,67.29,0.0753574,0.0133925,0.17772,1.86797,-0.778888,-0.316253,0.0230316,0.0630894
167,5,5.75,3.18,0.399,-0.26,82.29,0.0546229,0.00974472,0.1784,1.86797,-0.778888,-0.316253,0.0230316,0.0564448
167,6,5.75,3.18,0.399,-0.26,97.31,0.0385447,0.00944422,0.24502,1.86797,-0.778888,-0.316253,0.0230316,0.0510259
167,7,5.75,3.18,0.399,-0.26,232.63,0.0367128,0.0250693,0.68285,1.86797,-0.778888,-0.316253,0.0230316,0.0436981
167,8,5.75,3.18,0.399,-0.26,247.66,0.0505372,0.0152986,0.30272,1.86797,-0.778888,-0.316253,0.0230316,0.0468197
167,9,5.75,3.18,0.399,-0.26,262.69,0.069186,0.020012,0.28925,1.86797,-0.778888,-0.316253,0.0230316,0.0510259
167,10,5.75,3.18,0.399,-0.26,277.71,0.0439872,0.0113584,0.25822,1.86797,-0.778888,-0.316253,0.0230316,0.0564448
167,11,5.75,3.18,0.399,-0.26,292.71,0.0600849,0.0135684,0.22582,1.86797,-0.778888,-0.316253,0.0230316,0.0630894
167,12,5.75,3.18,0.399,-0.26,307.7,0.0705713,0.0183577,0.26013,1.86797,-0.778888,-0.316253,0.0230316,0.0707065
167,13,5.75,3.18,0.399,-0.26,322.67,0.0823417,0.0127045,0.15429,1.86797,-0.778888,-0.316253,0.0230316,0.0785506
167,14,5.75,3.18,0.399,-0.26,337.62,0.0728114,0.0138465,0.19017,1.86797,-0.778888,-0.316253,0.0230316,0.085287
167,15,5.75,3.18,0.399,-0.26,352.54,0.099853,0.0133124,0.13332,1.86797,-0.778888,-0.316253,0.0230316,0.0892567
168,0,5.75,3.18,0.4,-0.34,7.46,0.0943527,0.0133443,0.14143,1.88659,-0.802436,-0.251909,0.0196448,0.0908706
168,1,5.75,3.18,0.4,-0.34,22.33,0.0917007,0.012486,0.13616,1.88659,-0.802436,-0.251909,0.0196448,0.0826333
168,2,5.75,3.18,0.4,-0.34,37.19,0.0749664,0.00913316,0.12183,1.88659,-0.802436,-0.251909,0.0196448,0.070533
168,3,5.75,3.18,0.4,-0.34,52.17,0.0650395,0.00823204,0.12657,1.88659,-0.802436,-0.251909,0.0196448,0.0586941
168,4,5.75,3.18,0.4,-0.34,67.17,0.0462282,0.00867334,0.18762,1.88659,-0.802436,-0.251909,0.0196448,0.0491072
168,5,5.75,3.18,0.4,-0.34,82.2,0.0484436,0.0088831,0.18337,1.88659,-0.802436,-0.251909,0.0196448,0.0419805
168,6,5.75,3.18,0.4,-0.34,97.23,0.045384,0.0106979,0.23572,1.88659,-0.802436,-0.251909,0.0196448,0.0369046
168,7,5.75,3.18,0.4,-0.34,112.27,0.0481972,0.0114444,0.23745,1.88659,-0.802436,-0.251909,0.0196448,0.0333655
168,8,5.75,3.18,0.4,-0.34,127.32,0.0441929,0.018211,0.41208,1.88659,-0.802436,-0.251909,0.0196448,0.0309478
168,9,5.75,3.18,0.4,-0.34,157.43,0.0382641,0.0272436,0.71199,1.88659,-0.802436,-0.251909,0.0196448,0.0283899
168,10,5.75,3.18,0.4,-0.34,202.57,0.0226119,0.0144847,0.64058,1.88659,-0.802436,-0.251909,0.0196448,0.0283899
168,11,5.75,3.18,0.4,-0.34,217.63,0.0223663,0.00677251,0.3028,1.88659,-0.802436,-0.251909,0.0196448,0.0293552
168,12,5.75,3.18,0.4,-0.34,232.68,0.016257,0.00890202,0.54758,1.88659,-0.802436,-0.251909,0.0196448,0.0309478
168,13,5.75,3.18,0.4,-0.34,247.73,0.0336014,0.00817221,0.24321,1.88659,-0.802436,-0.251909,0.0196448,0.0333655
168,14,5.75,3.18,0.4,-0.34,262.77,0.0304545,0.00699845,0.2298,1.88659,-0.802436,-0.251909,0.0196448,0.0369046
168,15,5.75,3.18,0.4,-0.34,277.8,0.0388234,0.00726037,0.18701,1.88659,-0.802436,-0.251909,0.0196448,0.0419805
168,16,5.75,3.18,0.4,-0.34,292.83,0.0551887,0.00959124,0.17379,1.88659,-0.802436,-0.251909,0.0196448,0.0491072
168,17,5.75,3.18,0.4,-0.34,307.83,0.060963,0.0115781,0.18992,1.88659,-0.802436,-0.251909,0.0196448,0.0586941
168,18,5.75,3.18,0.4,-0.34,322.81,0.071334,0.00863926,0.12111,1.88659,-0.802436,-0.251909,0.0196448,0.070533
168,19,5.75,3.18,0.4,-0.34,337.67,0.0659828,0.00704103,0.10671,1.88659,-0.802436,-0.251909,0.0196448,0.0826333
168,20,5.75,3.18,0.4,-0.34,352.54,0.0974408,0.0103726,0.10645,1.88659,-0.802436,-0.251909,0.0196448,0.0908706
169,0,5.75,3.18,0.4,-0.45,7.52,0.0750991,0.00857331,0.11416,1.94725,-0.824551,-0.158176,0.0146826,0.0885887
169,1,5.75,3.18,0.4,-0.45,22.49,0.0750666,0.0091859,0.12237,1.94725,-0.824551,-0.158176,0.0146826,0.0733817
169,2,5.75,3.18,0.4,-0.45,37.08,0.0460819,0.00490219,0.10638,1.94725,-0.824551,-0.158176,0.0146826,0.0560293
169,3,5.75,3.18,0.4,-0.45,52.03,0.0323548,0.0045219,0.13976,1.94725,-0.824551,-0.158176,0.0146826,0.0424466
169,4,5.75,3.18,0.4,-0.45,67.07,0.0311077,0.00604299,0.19426,1.94725,-0.824551,-0.158176,0.0146826,0.0334176
169,5,5.75,3.18,0.4,-0.45,82.12,0.0121771,0.00295939,0.24303,1.94725,-0.824551,-0.158176,0.0146826,0.0276769
169,6,5.75,3.18,0.4,-0.45,97.18,0.020612,0.00459545,0.22295,1.94725,-0.824551,-0.158176,0.0146826,0.0240331
169,7,5.75,3.18,0.4,-0.45,112.24,0.0129943,0.00347417,0.26736,1.94725,-0.824551,-0.158176,0.0146826,0.0217062
169,8,5.75,3.18,0.4,-0.45,127.29,0.0201536,0.00478326,0.23734,1.94725,-0.824551,-0.158176,0.0146826,0.020219
169,9,5.75,3.18,0.4,-0.45,142.34,0.020175,0.00951877,0.47181,1.94725,-0.824551,-0.158176,0.0146826,0.0192851
169,10,5.75,3.18,0.4,-0.45,157.41,0.00995707,0.00541127,0.54346,1.94725,-0.824551,-0.158176,0.0146826,0.0187371
169,11,5.75,3.18,0.4,-0.45,172.46,0.0161142,0.00818134,0.50771,1.94725,-0.824551,-0.158176,0.0146826,0.0184841
169,12,5.75,3.18,0.4,-0.45,202.59,0.0133285,0.00696575,0.52262,1.94725,-0.824551,-0.158176,0.0146826,0.0187371
169,13,5.75,3.18,0.4,-0.45,232.71,0.0264651,0.0125987,0.47605,1.94725,-0.824551,-0.158176,0.0146826,0.020219
169,14,5.75,3.18,0.4,-0.45,247.76,0.0216814,0.00617009,0.28458,1.94725,-0.824551,-0.158176,0.0146826,0.0217062
169,15,5.75,3.18,0.4,-0.45,262.82,0.0251048,0.00482314,0.19212,1.94725,-0.824551,-0.158176,0.0146826,0.0240331
169,16,5.75,3.18,0.4,-0.45,277.88,0.0239104,0.00654667,0.2738,1.94725,-0.824551,-0.158176,0.0146826,0.0276769
169,17,5.75,3.18,0.4,-0.45,292.93,0.0282388,0.00485736,0.17201,1.94725,-0.824551,-0.158176,0.0146826,0.0334176
169,18,5.75,3.18,0.4,-0.45,307.97,0.0478774,0.00687712,0.14364,1.94725,-0.824551,-0.158176,0.0146826,0.0424466
